,route-collected,name,type,departure_time,arrival_time,duration,price,seats_available,rating
0,Vijayawada to Hyderabad,APSRTC - 3585,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),16:30,22:25,05h 55m,INR 720,33 Seats available,4.4
1,Vijayawada to Hyderabad,APSRTC - 35133,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:00,22:50,05h 50m,INR 720,42 Seats available,3.7
2,Vijayawada to Hyderabad,APSRTC - 35135,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:45,23:37,05h 52m,INR 720,39 Seats available,4.4
3,Vijayawada to Hyderabad,APSRTC - 35085,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),18:30,00:30,06h 00m,INR 720,46 Seats available,3.7
4,Vijayawada to Hyderabad,APSRTC - 3613,Super Luxury (Non AC Seater 2+2 Push Back),19:00,02:42,07h 42m,INR 469,26 Seats available,3.1
5,Vijayawada to Hyderabad,APSRTC - 9316,Super Luxury (Non AC Seater 2+2 Push Back),20:20,04:10,07h 50m,INR 469,29 Seats available,4.0
6,Vijayawada to Hyderabad,APSRTC - 35189,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),20:30,01:05,04h 35m,INR 720,40 Seats available,4.2
7,Vijayawada to Hyderabad,APSRTC - 4046,Super Luxury (Non AC Seater 2+2 Push Back),21:00,03:40,06h 40m,INR 469,23 Seats available,4.2
8,Vijayawada to Hyderabad,APSRTC - 9651,Super Luxury (Non AC Seater 2+2 Push Back),21:00,04:41,07h 41m,INR 469,21 Seats available,3.4
9,Vijayawada to Hyderabad,APSRTC - 9932,STAR LINER(NON-AC SLEEPER 2+1),21:30,03:45,06h 15m,INR 607,24 Seats available,2.5
10,Vijayawada to Hyderabad,APSRTC - 9654,Super Luxury (Non AC Seater 2+2 Push Back),21:40,05:20,07h 40m,INR 469,23 Seats available,3.9
11,Vijayawada to Hyderabad,APSRTC - 40568,Super Luxury (Non AC Seater 2+2 Push Back),21:42,06:00,08h 18m,INR 456,20 Seats available,4.5
12,Vijayawada to Hyderabad,APSRTC - 35179,VENNELA (A.C. SLEEPER),21:45,02:20,04h 35m,INR 839,10 Seats available,4.4
13,Vijayawada to Hyderabad,APSRTC - 3860,INDRA(A.C. Seater),21:45,03:59,06h 14m,INR 567,32 Seats available,4.0
14,Vijayawada to Hyderabad,APSRTC - 3916,Super Luxury (Non AC Seater 2+2 Push Back),21:45,02:50,05h 05m,INR 469,25 Seats available,4.1
15,Vijayawada to Hyderabad,APSRTC - 39658,Super Luxury (Non AC Seater 2+2 Push Back),21:55,05:00,07h 05m,INR 456,27 Seats available,4.4
16,Vijayawada to Hyderabad,APSRTC - 4048,Super Luxury (Non AC Seater 2+2 Push Back),22:00,04:20,06h 20m,INR 469,15 Seats available,4.2
17,Vijayawada to Hyderabad,APSRTC - 4320,INDRA(A.C. Seater),22:00,04:25,06h 25m,INR 567,26 Seats available,3.7
18,Vijayawada to Hyderabad,APSRTC - 3908,Super Luxury (Non AC Seater 2+2 Push Back),22:00,04:25,06h 25m,INR 480,22 Seats available,3.6
19,Vijayawada to Hyderabad,APSRTC - 35155,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:00,03:42,05h 42m,INR 720,38 Seats available,3.9
20,Vijayawada to Hyderabad,APSRTC - 4792,INDRA(A.C. Seater),22:05,05:10,07h 05m,INR 567,17 Seats available,3.3
21,Vijayawada to Hyderabad,APSRTC - 3970,Super Luxury (Non AC Seater 2+2 Push Back),22:05,05:20,07h 15m,INR 456,13 Seats available,4.0
22,Vijayawada to Hyderabad,APSRTC - 35118,INDRA(A.C. Seater),22:05,04:50,06h 45m,INR 567,34 Seats available,3.9
23,Vijayawada to Hyderabad,APSRTC - 3575,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:15,04:40,06h 25m,INR 708,33 Seats available,4.1
24,Vijayawada to Hyderabad,APSRTC - 35265,VENNELA (A.C. SLEEPER),22:15,02:50,04h 35m,INR 839,9 Seats available,2.9
25,Vijayawada to Hyderabad,APSRTC - 9934,STAR LINER(NON-AC SLEEPER 2+1),22:15,05:30,07h 15m,INR 607,19 Seats available,3.9
26,Vijayawada to Hyderabad,APSRTC - 3635,Super Luxury (Non AC Seater 2+2 Push Back),22:20,04:55,06h 35m,INR 469,20 Seats available,4.2
27,Vijayawada to Hyderabad,APSRTC - 3943,Super Luxury (Non AC Seater 2+2 Push Back),22:25,05:25,07h 00m,INR 456,20 Seats available,3.6
28,Vijayawada to Hyderabad,APSRTC - 35063,Super Luxury (Non AC Seater 2+2 Push Back),22:25,06:10,07h 45m,INR 456,29 Seats available,4.6
29,Vijayawada to Hyderabad,APSRTC - 3910,INDRA(A.C. Seater),22:30,03:05,04h 35m,INR 567,35 Seats available,3.5
30,Vijayawada to Hyderabad,APSRTC - 3633,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:30,04:10,05h 40m,INR 720,40 Seats available,4.2
31,Vijayawada to Hyderabad,APSRTC - 3696,STAR LINER(NON-AC SLEEPER 2+1),22:30,04:25,05h 55m,INR 591,18 Seats available,4.4
32,Vijayawada to Hyderabad,APSRTC - 95660,Super Luxury (Non AC Seater 2+2 Push Back),22:40,05:15,06h 35m,INR 446,23 Seats available,2.2
33,Vijayawada to Hyderabad,APSRTC - 3509,INDRA(A.C. Seater),22:45,04:59,06h 14m,INR 567,31 Seats available,4.2
34,Vijayawada to Hyderabad,APSRTC - 4350,STAR LINER(NON-AC SLEEPER 2+1),22:45,04:16,05h 31m,INR 565,24 Seats available,4.0
35,Vijayawada to Hyderabad,APSRTC - 3609,Super Luxury (Non AC Seater 2+2 Push Back),22:46,06:40,07h 54m,INR 456,27 Seats available,4.2
36,Vijayawada to Hyderabad,APSRTC - 3694,Super Luxury (Non AC Seater 2+2 Push Back),22:55,06:15,07h 20m,INR 456,8 Seats available,4.6
37,Vijayawada to Hyderabad,APSRTC - 3692,NIGHT RIDER (SEATER CUM SLEEPER),22:55,05:35,06h 40m,INR 622,26 Seats available,3.6
38,Vijayawada to Hyderabad,APSRTC - 3961,INDRA(A.C. Seater),22:55,05:25,06h 30m,INR 551,24 Seats available,4.1
39,Vijayawada to Hyderabad,APSRTC - 3968,INDRA(A.C. Seater),22:55,05:05,06h 10m,INR 551,18 Seats available,2.6
40,Vijayawada to Hyderabad,APSRTC - 3569,INDRA(A.C. Seater),23:00,03:46,04h 46m,INR 567,30 Seats available,4.1
41,Vijayawada to Hyderabad,APSRTC - 3900,Super Luxury (Non AC Seater 2+2 Push Back),23:00,04:20,05h 20m,INR 469,23 Seats available,4.3
42,Vijayawada to Hyderabad,APSRTC - 4893,Super Luxury (Non AC Seater 2+2 Push Back),23:00,05:20,06h 20m,INR 469,25 Seats available,4.3
43,Vijayawada to Hyderabad,APSRTC - 3533,Super Luxury (Non AC Seater 2+2 Push Back),23:00,05:10,06h 10m,INR 448,27 Seats available,4.0
44,Vijayawada to Hyderabad,APSRTC - 3888,VENNELA (A.C. SLEEPER),23:00,03:35,04h 35m,INR 839,4 Seats available,4.0
45,Vijayawada to Hyderabad,APSRTC - 4790,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:05,05:20,06h 15m,INR 720,37 Seats available,4.4
46,Vijayawada to Hyderabad,APSRTC - 3976,Super Luxury (Non AC Seater 2+2 Push Back),23:15,05:50,06h 35m,INR 469,6 Seats available,2.4
47,Vijayawada to Hyderabad,APSRTC - 4352,Super Luxury (Non AC Seater 2+2 Push Back),23:15,05:30,06h 15m,INR 436,25 Seats available,3.9
48,Vijayawada to Hyderabad,APSRTC - 2785,Super Luxury (Non AC Seater 2+2 Push Back),23:15,05:07,05h 52m,INR 469,21 Seats available,3.4
49,Vijayawada to Hyderabad,APSRTC - 3690,INDRA(A.C. Seater),23:16,06:00,06h 44m,INR 551,35 Seats available,3.9
50,Vijayawada to Hyderabad,APSRTC - 3951,Super Luxury (Non AC Seater 2+2 Push Back),23:25,06:10,06h 45m,INR 456,14 Seats available,4.4
51,Vijayawada to Hyderabad,APSRTC - 3545,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),23:30,05:35,06h 05m,INR 720,46 Seats available,4.3
52,Vijayawada to Hyderabad,APSRTC - 23702,Super Luxury (Non AC Seater 2+2 Push Back),23:30,04:30,05h 00m,INR 436,16 Seats available,3.9
53,Vijayawada to Hyderabad,APSRTC - 4354,Super Luxury (Non AC Seater 2+2 Push Back),23:30,05:44,06h 14m,INR 469,11 Seats available,3.8
54,Vijayawada to Hyderabad,APSRTC - 4178,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:40,05:35,05h 55m,INR 720,41 Seats available,4.3
55,Vijayawada to Hyderabad,APSRTC - 4814,Super Luxury (Non AC Seater 2+2 Push Back),23:40,05:10,05h 30m,INR 469,17 Seats available,4.9
56,Vijayawada to Hyderabad,APSRTC - 4369,INDRA(A.C. Seater),23:45,05:44,05h 59m,INR 567,25 Seats available,3.3
57,Vijayawada to Hyderabad,APSRTC - 4879,Super Luxury (Non AC Seater 2+2 Push Back),23:55,06:25,06h 30m,INR 469,24 Seats available,3.9
58,Vijayawada to Hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:45,06:00,06h 15m,INR 407,34 Seats available,4.6
59,Vijayawada to Hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:25,06:25,07h 00m,INR 522,26 Seats available,4.6
60,Vijayawada to Hyderabad,FRESHBUS,Electric A/C Seater (2+2),17:30,23:55,06h 25m,450,31 Seats available,4.6
61,Vijayawada to Hyderabad,AdSai RK Travels,Non A/C Seater / Sleeper (2+1),22:10,05:30,07h 20m,INR 519,26 Seats available,4.0
62,Vijayawada to Hyderabad,FRESHBUS,Electric A/C Seater (2+2),16:20,22:55,06h 35m,450,21 Seats available,4.6
63,Vijayawada to Hyderabad,FRESHBUS,Electric A/C Seater (2+2),21:30,04:05,06h 35m,480,35 Seats available,4.5
64,Vijayawada to Hyderabad,IntrCity SmartBus,AC Sleeper (2+1),23:40,06:30,06h 50m,INR 552,17 Seats available,4.6
65,Vijayawada to Hyderabad,NueGo,Electric A/C Seater (2+2),21:50,04:05,06h 15m,332,28 Seats available,4.5
66,Vijayawada to Hyderabad,NueGo,Electric A/C Seater (2+2),22:35,05:10,06h 35m,453,16 Seats available,4.6
67,Vijayawada to Hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:50,06:10,06h 20m,INR 382,25 Seats available,4.5
68,Vijayawada to Hyderabad,Sri Durga Malleswari Travels,A/C Sleeper (2+1),22:30,05:45,07h 15m,653,19 Seats available,4.5
69,Vijayawada to Hyderabad,FRESHBUS,Electric A/C Seater (2+2),22:30,05:20,06h 50m,450,31 Seats available,4.6
70,Vijayawada to Hyderabad,GMRK Tours and Travels,Volvo A/C Semi Sleeper (2+2),23:45,05:55,06h 10m,INR 409,32 Seats available,4.5
71,Vijayawada to Hyderabad,Zingbus Plus,A/C Seater / Sleeper (2+1),22:50,05:40,06h 50m,379,32 Seats available,4.6
72,Vijayawada to Hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:30,06:20,06h 50m,INR 373,30 Seats available,4.4
73,Vijayawada to Hyderabad,FRESHBUS,Electric A/C Seater (2+2),23:25,05:55,06h 30m,450,34 Seats available,4.3
74,Vijayawada to Hyderabad,NueGo,Electric A/C Seater/Sleeper (2+1),23:00,06:30,07h 30m,452,7 Seats available,4.3
75,Vijayawada to Hyderabad,Svkdt travels,A/C Sleeper (2+1),23:20,06:14,06h 54m,567,22 Seats available,4.4
76,Vijayawada to Hyderabad,IntrCity SmartBus,AC Sleeper (2+1),23:20,05:55,06h 35m,INR 615,17 Seats available,4.4
77,Vijayawada to Hyderabad,NueGo,Electric A/C Seater (2+2),22:30,06:00,07h 30m,332,29 Seats available,4.2
78,Vijayawada to Hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:00,05:45,06h 45m,INR 422,36 Seats available,4.7
79,Vijayawada to Hyderabad,Yolo Bus,A/C Seater / Sleeper (2+1),23:24,05:43,06h 19m,INR 450,24 Seats available,4.2
80,Vijayawada to Hyderabad,Sri Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),22:00,04:57,06h 57m,INR 500,26 Seats available,4.4
81,Vijayawada to Hyderabad,NueGo,Electric A/C Seater (2+2),16:00,22:42,06h 42m,408,13 Seats available,4.1
82,Vijayawada to Hyderabad,BSR Tours And Travels,VE A/C Sleeper (2+1),23:50,06:15,06h 25m,INR 880,17 Seats available,4.5
83,Vijayawada to Hyderabad,Svkdt travels,A/C Seater / Sleeper (2+1),22:45,05:40,06h 55m,495,12 Seats available,4.2
84,Vijayawada to Hyderabad,NueGo,Electric A/C Seater (2+2),15:00,22:00,07h 00m,332,5 Seats available,4.0
85,Vijayawada to Hyderabad,Sri KVR Travels,A/C Sleeper (2+1),23:45,05:35,05h 50m,INR 743,22 Seats available,4.1
86,Vijayawada to Hyderabad,NueGo,Electric A/C Seater/Sleeper (2+1),21:30,05:20,07h 50m,379,20 Seats available,4.2
87,Vijayawada to Hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:30,05:45,06h 15m,INR 510,20 Seats available,4.2
88,Vijayawada to Hyderabad,Svkdt travels,A/C Sleeper (2+1),23:00,05:50,06h 50m,567,22 Seats available,4.0
89,Vijayawada to Hyderabad,Tirumala Xpress,A/C Sleeper (2+1),23:20,06:10,06h 50m,INR 555,23 Seats available,4.1
90,Vijayawada to Hyderabad,NueGo,Electric A/C Seater (2+2),23:25,06:55,07h 30m,332,33 Seats available,3.9
91,Vijayawada to Hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:45,06:00,06h 15m,INR 351,29 Seats available,4.7
92,Vijayawada to Hyderabad,Sri Durga Malleswari Travels,A/C Sleeper (2+1),22:30,05:55,07h 25m,653,22 Seats available,3.9
93,Vijayawada to Hyderabad,V Kaveri Travels,A/C Seater / Sleeper (2+1),23:05,05:50,06h 45m,INR 500,25 Seats available,3.9
94,Vijayawada to Hyderabad,Sri KVR Travels,NON A/C Sleeper (2+1),23:20,05:25,06h 05m,447,24 Seats available,3.8
95,Vijayawada to Hyderabad,Pavan Tours and Travels,A/C Sleeper (2+1),23:10,05:15,06h 05m,513,20 Seats available,4.3
96,Vijayawada to Hyderabad,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),23:45,06:15,06h 30m,INR 800,27 Seats available,3.7
97,Vijayawada to Hyderabad,Orange Tours And Travels,NON A/C Sleeper (2+1),23:10,06:02,06h 52m,INR 600,18 Seats available,3.7
98,Vijayawada to Hyderabad,Morning Star Travels,A/C Sleeper (2+1),22:40,05:50,07h 10m,INR 690,15 Seats available,3.7
99,Vijayawada to Hyderabad,YNR Travels,A/C Sleeper (2+1),16:00,23:00,07h 00m,3800,31 Seats available,No rating
100,Vijayawada to Hyderabad,Royal Varma Travels,A/C Seater / Sleeper (2+1),22:30,05:15,06h 45m,INR 600,30 Seats available,3.6
101,Vijayawada to Hyderabad,Sri Durga Malleswari Travels,A/C Seater / Sleeper (2+1),22:40,05:30,06h 50m,406,22 Seats available,4.2
102,Vijayawada to Hyderabad,NueGo,Electric A/C Seater (2+2),23:59,07:12,07h 13m,379,23 Seats available,3.6
103,Vijayawada to Hyderabad,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),23:55,05:45,05h 50m,INR 700,20 Seats available,3.8
104,Vijayawada to Hyderabad,NueGo,Electric A/C Seater (2+2),23:50,07:12,07h 22m,427,12 Seats available,4.0
105,Vijayawada to Hyderabad,LVP Travels,A/C Seater / Sleeper (2+1),22:57,05:30,06h 33m,INR 499,15 Seats available,4.0
106,Vijayawada to Hyderabad,Orange Tours And Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:15,06:45,07h 30m,INR 500,32 Seats available,3.4
107,Vijayawada to Hyderabad,Sri Venkata Padmavathi Travels,Non A/C Seater / Sleeper (2+1),22:20,06:00,07h 40m,INR 490,31 Seats available,4.2
108,Vijayawada to Hyderabad,Royal Varma Travels,A/C Sleeper (2+1),22:28,05:17,06h 49m,INR 800,21 Seats available,4.1
109,Vijayawada to Hyderabad,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:50,06:20,07h 30m,INR 400,29 Seats available,3.3
110,Vijayawada to Hyderabad,Anjani Bus,A/C Seater / Sleeper (2+1),23:15,05:48,06h 33m,INR 449,25 Seats available,3.9
111,Vijayawada to Hyderabad,Venkteshwara Travels,A/C Sleeper (2+1),15:20,21:00,05h 40m,369,15 Seats available,3.4
112,Vijayawada to Hyderabad,Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),22:15,05:45,07h 30m,INR 500,32 Seats available,3.8
113,Vijayawada to Hyderabad,Go Tour Travels and Holidays,A/C Seater / Sleeper (2+1),23:55,06:10,06h 15m,INR 590,18 Seats available,4.1
114,Vijayawada to Hyderabad,NueGo,Electric A/C Seater (2+2),23:35,06:27,06h 52m,427,7 Seats available,3.9
115,Vijayawada to Hyderabad,Nani Svkdt Travels,A/C Sleeper (2+1),23:20,05:26,06h 06m,696,16 Seats available,3.5
116,Vijayawada to Hyderabad,Orange Tours And Travels,NON A/C Sleeper (2+1),23:00,05:30,06h 30m,INR 600,16 Seats available,3.2
117,Vijayawada to Hyderabad,Holidays Tours and Travels,A/C Seater / Sleeper (2+1),23:45,05:50,06h 05m,473,28 Seats available,4.9
118,Vijayawada to Hyderabad,KKaveri Travels,Non A/C Seater / Sleeper (2+1),23:00,05:50,06h 50m,INR 560,18 Seats available,3.5
119,Vijayawada to Hyderabad,NueGo,Electric A/C Seater (2+2),22:45,05:57,07h 12m,379,27 Seats available,3.9
120,Vijayawada to Hyderabad,Chandu Travels,A/C Seater / Sleeper (2+1),23:45,05:55,06h 10m,475,25 Seats available,4.3
121,Vijayawada to Hyderabad,Sai Srinivasa Travels,A/C Sleeper (2+1),22:35,05:45,07h 10m,INR 700,24 Seats available,3.6
122,Vijayawada to Hyderabad,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),22:45,05:00,06h 15m,INR 500,23 Seats available,3.4
123,Vijayawada to Hyderabad,Mayuri Travels,A/C Sleeper (2+1),23:55,06:40,06h 45m,899,20 Seats available,4.1
124,Vijayawada to Hyderabad,Zingbus Plus,A/C Sleeper (2+1),23:55,06:50,06h 55m,809,6 Seats available,4.9
125,Vijayawada to Hyderabad,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),22:40,05:35,06h 55m,INR 500,26 Seats available,3.8
126,Vijayawada to Hyderabad,Kaveri Travels,A/C Volvo B11R Multi-Axle Sleeper (2+1),23:56,06:00,06h 04m,INR 750,26 Seats available,3.7
127,Vijayawada to Hyderabad,Orange Tours And Travels,A/C Sleeper (2+1),23:30,06:00,06h 30m,INR 900,20 Seats available,2.8
128,Vijayawada to Hyderabad,Nani Svkdt Travels,A/C Sleeper (2+1),23:41,05:45,06h 04m,696,21 Seats available,4.0
129,Vijayawada to Hyderabad,Orange Tours And Travels,A/C Sleeper (2+1),00:45,07:00,06h 15m,INR 800,26 Seats available,3.7
130,Vijayawada to Hyderabad,Vahini Travels,Non A/C Seater / Sleeper (2+1),23:50,06:27,06h 37m,INR 499,19 Seats available,4.0
131,Vijayawada to Hyderabad,Sri Venkata Padmavathi Travels,A/C Seater / Sleeper (2+1),23:20,06:20,07h 00m,INR 600,17 Seats available,3.2
132,Vijayawada to Hyderabad,GO BUS,Non A/C Seater / Sleeper (2+1),23:20,06:10,06h 50m,474,24 Seats available,4.1
133,Vijayawada to Hyderabad,Mayuri Travels,Non A/C Seater / Sleeper (2+1),23:55,05:00,05h 05m,504,20 Seats available,3.3
134,Vijayawada to Hyderabad,Prasanna Travels,A/C Seater / Sleeper (2+1),23:15,05:25,06h 10m,INR 480,25 Seats available,2.7
135,Vijayawada to Hyderabad,Morning Star Travels,A/C Sleeper (2+1),22:15,05:15,07h 00m,INR 690,16 Seats available,2.7
136,Vijayawada to Hyderabad,Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),22:05,05:00,06h 55m,INR 500,19 Seats available,3.7
137,Vijayawada to Hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:50,06:25,07h 35m,466,20 Seats available,3.4
138,Vijayawada to Hyderabad,Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:55,06:00,07h 05m,INR 550,24 Seats available,3.0
139,Vijayawada to Hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),00:25,06:55,06h 30m,INR 499,13 Seats available,3.7
140,Vijayawada to Hyderabad,Sri Atluri Travels,NON AC Seater / Sleeper 2+1,23:35,06:05,06h 30m,INR 499,25 Seats available,3.8
141,Vijayawada to Hyderabad,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),00:15,06:50,06h 35m,INR 400,29 Seats available,2.8
142,Vijayawada to Hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:55,06:25,06h 30m,INR 499,20 Seats available,3.5
143,Vijayawada to Hyderabad,Sai Sri Krishna Travels,A/C Seater / Sleeper (2+1),00:25,06:30,06h 05m,495,27 Seats available,2.7
144,Vijayawada to Hyderabad,Sai Sri Durga Travels,Non A/C Seater / Sleeper (2+1),23:20,06:20,07h 00m,INR 3000,40 Seats available,2.5
145,Vijayawada to Hyderabad,Komali Travels,Non A/C Seater / Sleeper (2+1),00:29,07:00,06h 31m,INR 560,19 Seats available,3.4
146,Vijayawada to Hyderabad,Morning Star Travels,A/C Sleeper (2+1),23:35,05:40,06h 05m,INR 590,13 Seats available,2.3
147,Vijayawada to Hyderabad,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),01:00,07:00,06h 00m,INR 400,23 Seats available,2.6
148,Vijayawada to Hyderabad,BSR Tours And Travels,A/C Seater / Sleeper (2+1),23:59,07:10,07h 11m,INR 610,18 Seats available,3.5
149,Vijayawada to Hyderabad,Laharisa Tours and Travels,Non A/C Seater / Sleeper (2+1),23:45,05:38,05h 53m,INR 560,18 Seats available,2.6
150,Vijayawada to Hyderabad,Sai Dasari Travels,Volvo Multi-Axle A/C Sleeper (2+1),23:05,06:15,07h 10m,INR 750,25 Seats available,2.4
151,Vijayawada to Hyderabad,LVP Travels,A/C Seater / Sleeper (2+1),23:45,07:15,07h 30m,INR 580,20 Seats available,2.7
152,Vijayawada to Hyderabad,Navayuga Travels,NON AC Seater / Sleeper 2+1,00:25,06:41,06h 16m,INR 455,31 Seats available,2.7
153,Vijayawada to Hyderabad,Sai RK Travels,Non A/C Seater / Sleeper (2+1),23:30,05:52,06h 22m,INR 399,18 Seats available,3.1
154,Vijayawada to Hyderabad,Mahi Trans Solutions,Non A/C Seater / Sleeper (2+1),00:30,06:10,05h 40m,474,32 Seats available,2.1
155,Vijayawada to Hyderabad,KKaveri Travels,Non A/C Seater / Sleeper (2+1),23:25,05:50,06h 25m,INR 600,18 Seats available,2.4
156,Vijayawada to Hyderabad,LVR Travels,Non A/C Seater / Sleeper (2+1),23:55,05:35,05h 40m,INR 449,27 Seats available,2.2
157,Vijayawada to Hyderabad,Ramana Tours And Travels,Non A/C Seater / Sleeper (2+1),01:00,07:02,06h 02m,INR 510,26 Seats available,1.6
158,Vijayawada to Hyderabad,Sri Sai Anjana Tours and Travels,Non A/C Seater / Sleeper (2+1),23:55,06:25,06h 30m,INR 499,23 Seats available,2.2
159,Vijayawada to Hyderabad,J Gagana Travels,A/C Seater / Sleeper (2+1),00:30,06:27,05h 57m,INR 610,29 Seats available,3.0
160,Vijayawada to Hyderabad,Ramana Tours And Travels,NON AC Seater / Sleeper 2+1,23:40,07:03,07h 23m,INR 560,34 Seats available,2.8
161,Vijayawada to Hyderabad,Orange Tours And Travels,A/C Sleeper (2+1),00:40,07:05,06h 25m,INR 700,26 Seats available,2.1
162,Vijayawada to Hyderabad,Apple Travels,A/C Seater / Sleeper (2+1),23:59,06:45,06h 46m,INR 500,18 Seats available,2.5
163,Vijayawada to Hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),00:05,05:35,05h 30m,INR 499,23 Seats available,1.5
164,Vijayawada to Hyderabad,Rainbow Tours And Travels,Non A/C Seater / Sleeper (2+1),23:55,06:10,06h 15m,INR 490,26 Seats available,2.7
165,Vijayawada to Hyderabad,Orange Tours and Travels Grand,A/C Sleeper (2+1),15:20,21:30,06h 10m,INR 800,4 Seats available,1.2
166,Vijayawada to Hyderabad,Chandu Travels,Non A/C Seater / Sleeper (2+1),23:59,05:55,05h 56m,399,30 Seats available,4.3
167,Vijayawada to Hyderabad,Padma Travels,Non A/C Seater / Sleeper (2+1),23:30,06:35,07h 05m,INR 499,20 Seats available,4.2
168,Vijayawada to Hyderabad,Krk Travels,Non A/C Seater / Sleeper (2+1),23:45,07:20,07h 35m,855,7 Seats available,3.9
169,Vijayawada to Hyderabad,SREE KARA TRAVELS,Non A/C Seater / Sleeper (2+1),23:59,06:20,06h 21m,INR 449,20 Seats available,3.8
170,Vijayawada to Hyderabad,Royal Varma Travels,Non A/C Seater / Sleeper (2+1),22:35,05:15,06h 40m,INR 550,30 Seats available,3.8
171,Vijayawada to Hyderabad,Sai Srinivasa Travels,A/C Seater / Sleeper (2+1),22:15,05:45,07h 30m,INR 2000,40 Seats available,3.8
172,Vijayawada to Hyderabad,Sri Atluri Travels,NON A/C Hi-Tech (2+2),22:45,04:50,06h 05m,INR 399,29 Seats available,3.9
173,Vijayawada to Hyderabad,Sri KVR Travels,A/C Seater / Sleeper (2+1),01:15,07:05,05h 50m,INR 858,4 Seats available,3.7
174,Vijayawada to Hyderabad,Siri Tours and Travels,A/C Seater / Sleeper (2+1),00:02,06:17,06h 15m,INR 550,13 Seats available,3.7
175,Vijayawada to Hyderabad,Siri Tours and Travels,Non A/C Seater / Sleeper (2+1),23:55,06:44,06h 49m,INR 560,14 Seats available,3.7
176,Vijayawada to Hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),00:12,06:50,06h 38m,INR 706,6 Seats available,3.7
177,Vijayawada to Hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:59,06:27,06h 28m,INR 499,30 Seats available,3.7
178,Vijayawada to Hyderabad,V Kaveri Travels,A/C Sleeper (2+1),23:51,06:30,06h 39m,INR 700,22 Seats available,3.7
179,Vijayawada to Hyderabad,DMR Travels,Non A/C Seater / Sleeper (2+1),23:40,06:50,07h 10m,INR 499,25 Seats available,3.6
180,Vijayawada to Hyderabad,Sitara Travels,NON A/C Push Back (2+2),23:00,05:20,06h 20m,INR 450,21 Seats available,3.6
181,Vijayawada to Hyderabad,AMIGOS TRAVELS,A/C Sleeper (2+1),23:40,06:19,06h 39m,INR 599,20 Seats available,3.6
182,Vijayawada to Hyderabad,DMR Travels,A/C Sleeper (2+1),23:59,06:50,06h 51m,INR 700,27 Seats available,3.6
183,Vijayawada to Hyderabad,DMR Travels,Non A/C Seater / Sleeper (2+1),23:59,06:05,06h 06m,INR 499,25 Seats available,3.6
184,Vijayawada to Hyderabad,DMR Travels,Non A/C Seater / Sleeper (2+1),23:50,06:25,06h 35m,INR 560,21 Seats available,3.6
185,Vijayawada to Hyderabad,KTR Travels,Non A/C Seater / Sleeper (2+1),23:30,07:12,07h 42m,INR 999,3 Seats available,3.6
186,Vijayawada to Hyderabad,Morning Star Travels,A/C Sleeper (2+1),23:50,06:15,06h 25m,INR 790,19 Seats available,3.1
187,Vijayawada to Hyderabad,Vahini Travels,Non A/C Seater / Sleeper (2+1),23:55,06:27,06h 32m,INR 560,29 Seats available,3.5
188,Vijayawada to Hyderabad,Komali Travels,A/C Seater / Sleeper (2+1),23:59,07:10,07h 11m,INR 560,31 Seats available,3.4
